Scenario,workerId,lhs_script,rhs_script,lhs_item,result,goldStandard,outlier/stable
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,11,89,3,6,,s
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,11,89,3,10,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,11,89,4,between_9_10,,o
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,11,89,4,8,,o
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,11,89,4,between_12_13,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,11,89,5,after_13,13,
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,11,89,5,13,13,
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,11,89,5,after_13,13,
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,12,74,2,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,12,74,2,7,,o
borrowing a book from the library.csv.xml,A2XOKJX2IPLOA8,12,74,2,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,12,74,3,between_6_7,,s
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,12,74,3,3,,s
borrowing a book from the library.csv.xml,A2XOKJX2IPLOA8,12,74,3,between_2_3,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,12,74,4,between_8_9,,o
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,12,74,4,8,,o
borrowing a book from the library.csv.xml,A2XOKJX2IPLOA8,12,74,4,7,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,12,74,6,after_12,,o
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,12,74,6,between_9_10,,o
borrowing a book from the library.csv.xml,A2XOKJX2IPLOA8,12,74,6,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A1A3TGZ7DKJWRW,12,79,2,between_1_2,,o
borrowing a book from the library.csv.xml,A2VN3OJKI3R6HE,12,79,2,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,12,79,2,between_1_2,,o
borrowing a book from the library.csv.xml,A1A3TGZ7DKJWRW,12,79,3,2,,s
borrowing a book from the library.csv.xml,A2VN3OJKI3R6HE,12,79,3,2,,s
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,12,79,3,4,,s
borrowing a book from the library.csv.xml,A1A3TGZ7DKJWRW,12,79,4,5,,o
borrowing a book from the library.csv.xml,A2VN3OJKI3R6HE,12,79,4,5,,o
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,12,79,4,5,,o
borrowing a book from the library.csv.xml,A1A3TGZ7DKJWRW,12,79,6,between_8_9,,o
borrowing a book from the library.csv.xml,A2VN3OJKI3R6HE,12,79,6,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,12,79,6,after_11,,o
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,12,89,2,2,,o
borrowing a book from the library.csv.xml,A2UJ4L3BZQDRIG,12,89,2,10,,o
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,12,89,2,7,,o
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,12,89,3,3,,s
borrowing a book from the library.csv.xml,A2UJ4L3BZQDRIG,12,89,3,5,,s
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,12,89,3,2,,s
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,12,89,4,6,,o
borrowing a book from the library.csv.xml,A2UJ4L3BZQDRIG,12,89,4,6,,o
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,12,89,4,6,,o
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,12,89,6,10,,o
borrowing a book from the library.csv.xml,A2UJ4L3BZQDRIG,12,89,6,12,,o
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,12,89,6,10,,o
borrowing a book from the library.csv.xml,A2HGRSPR50ENHL,13,74,2,2,,o
borrowing a book from the library.csv.xml,A2KR0MD4Z3M6LL,13,74,2,between_2_3,,o
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,13,74,2,1,,o
borrowing a book from the library.csv.xml,A2HGRSPR50ENHL,13,74,3,6,,s
borrowing a book from the library.csv.xml,A2KR0MD4Z3M6LL,13,74,3,between_3_4,,s
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,13,74,3,3,,s
borrowing a book from the library.csv.xml,A2HGRSPR50ENHL,13,74,5,10,,s
borrowing a book from the library.csv.xml,A2KR0MD4Z3M6LL,13,74,5,between_10_11,,s
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,13,74,5,11,,s
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,13,79,2,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,13,79,2,1,,o
borrowing a book from the library.csv.xml,A2XOKJX2IPLOA8,13,79,2,between_1_2,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,13,79,3,2,,s
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,13,79,3,3,,s
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,13,79,3,2,,s
borrowing a book from the library.csv.xml,A2XOKJX2IPLOA8,13,79,3,2,,s
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,13,79,5,7,,s
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,13,79,5,7,,s
borrowing a book from the library.csv.xml,A2XOKJX2IPLOA8,13,79,5,7,,s
borrowing a book from the library.csv.xml,A2XOKJX2IPLOA8,13,89,2,between_1_2,,o
borrowing a book from the library.csv.xml,A3GTIIFSMHAKRZ,13,89,2,between_1_2,,o
borrowing a book from the library.csv.xml,A3ICAL8EDT8WHG,13,89,2,1,,o
borrowing a book from the library.csv.xml,A2XOKJX2IPLOA8,13,89,3,2,,s
borrowing a book from the library.csv.xml,A3GTIIFSMHAKRZ,13,89,3,2,,s
borrowing a book from the library.csv.xml,A3ICAL8EDT8WHG,13,89,3,2,,s
borrowing a book from the library.csv.xml,A2XOKJX2IPLOA8,13,89,5,noLinkingPossible,,s
borrowing a book from the library.csv.xml,A3GTIIFSMHAKRZ,13,89,5,between_7_8,,s
borrowing a book from the library.csv.xml,A3ICAL8EDT8WHG,13,89,5,13,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,14,74,2,noLinkingPossible,,s
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,14,74,2,1,,s
borrowing a book from the library.csv.xml,A3ICAL8EDT8WHG,14,74,2,1,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,14,74,3,between_3_4,,o
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,14,74,3,5,,o
borrowing a book from the library.csv.xml,A3ICAL8EDT8WHG,14,74,3,5,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,14,74,4,between_7_8,,o
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,14,74,4,7,,o
borrowing a book from the library.csv.xml,A3ICAL8EDT8WHG,14,74,4,7,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,14,74,5,between_9_10,,o
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,14,74,5,9,,o
borrowing a book from the library.csv.xml,A3ICAL8EDT8WHG,14,74,5,9,,o
borrowing a book from the library.csv.xml,A2KR0MD4Z3M6LL,14,79,2,between_1_2,,s
borrowing a book from the library.csv.xml,A3GTIIFSMHAKRZ,14,79,2,between_1_2,,s
borrowing a book from the library.csv.xml,A3ICAL8EDT8WHG,14,79,2,noLinkingPossible,,s
borrowing a book from the library.csv.xml,A2KR0MD4Z3M6LL,14,79,3,between_1_2,,o
borrowing a book from the library.csv.xml,A3GTIIFSMHAKRZ,14,79,3,4,,o
borrowing a book from the library.csv.xml,A3ICAL8EDT8WHG,14,79,3,4,,o
borrowing a book from the library.csv.xml,A2KR0MD4Z3M6LL,14,79,4,between_1_2,,o
borrowing a book from the library.csv.xml,A3GTIIFSMHAKRZ,14,79,4,between_5_6,,o
borrowing a book from the library.csv.xml,A3ICAL8EDT8WHG,14,79,4,5,,o
borrowing a book from the library.csv.xml,A2KR0MD4Z3M6LL,14,79,5,between_1_2,,o
borrowing a book from the library.csv.xml,A3GTIIFSMHAKRZ,14,79,5,6,,o
borrowing a book from the library.csv.xml,A3ICAL8EDT8WHG,14,79,5,7,,o
borrowing a book from the library.csv.xml,A12U7YNO0GKNKZ,14,89,2,1,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,14,89,2,noLinkingPossible,,s
borrowing a book from the library.csv.xml,A365SN61J4UNGR,14,89,2,noLinkingPossible,,s
borrowing a book from the library.csv.xml,A12U7YNO0GKNKZ,14,89,3,5,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,14,89,3,between_3_4,,o
borrowing a book from the library.csv.xml,A365SN61J4UNGR,14,89,3,between_2_3,,o
borrowing a book from the library.csv.xml,A12U7YNO0GKNKZ,14,89,4,7,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,14,89,4,between_7_8,,o
borrowing a book from the library.csv.xml,A365SN61J4UNGR,14,89,4,6,,o
borrowing a book from the library.csv.xml,A12U7YNO0GKNKZ,14,89,5,10,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,14,89,5,between_10_11,,o
borrowing a book from the library.csv.xml,A365SN61J4UNGR,14,89,5,10,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,15,74,1,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,15,74,1,between_2_3,,o
borrowing a book from the library.csv.xml,A2XOKJX2IPLOA8,15,74,1,between_2_3,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,15,74,3,between_7_8,,o
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,15,74,3,7,,o
borrowing a book from the library.csv.xml,A2XOKJX2IPLOA8,15,74,3,7,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,15,74,5,between_7_8,,o
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,15,74,5,8,,o
borrowing a book from the library.csv.xml,A2XOKJX2IPLOA8,15,74,5,8,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,15,74,7,after_12,,s
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,15,74,7,after_12,,s
borrowing a book from the library.csv.xml,A2XOKJX2IPLOA8,15,74,7,after_12,,s
borrowing a book from the library.csv.xml,A002160837SWJFPIAI7L7,15,79,1,between_1_2,,o
borrowing a book from the library.csv.xml,A1A3TGZ7DKJWRW,15,79,1,between_1_2,,o
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,15,79,1,1,,o
borrowing a book from the library.csv.xml,A002160837SWJFPIAI7L7,15,79,3,between_5_6,,o
borrowing a book from the library.csv.xml,A1A3TGZ7DKJWRW,15,79,3,5,,o
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,15,79,3,5,,o
borrowing a book from the library.csv.xml,A002160837SWJFPIAI7L7,15,79,5,between_6_7,,o
borrowing a book from the library.csv.xml,A1A3TGZ7DKJWRW,15,79,5,between_6_7,,o
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,15,79,5,7,,o
borrowing a book from the library.csv.xml,A002160837SWJFPIAI7L7,15,79,7,9,,s
borrowing a book from the library.csv.xml,A1A3TGZ7DKJWRW,15,79,7,between_9_10,,s
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,15,79,7,9,,s
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,15,89,1,12,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,15,89,1,10,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,15,89,1,11,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,15,89,1,between_10_11,,o
borrowing a book from the library.csv.xml,ABMPX2Y2IRBMG,15,89,1,between_1_2,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,15,89,3,6,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,15,89,3,between_7_8,,o
borrowing a book from the library.csv.xml,ABMPX2Y2IRBMG,15,89,3,between_5_6,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,15,89,5,6,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,15,89,5,8,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,15,89,5,9,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,15,89,5,5,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,15,89,5,between_7_8,,o
borrowing a book from the library.csv.xml,ABMPX2Y2IRBMG,15,89,5,between_7_8,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,15,89,7,13,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,15,89,7,after_13,,s
borrowing a book from the library.csv.xml,ABMPX2Y2IRBMG,15,89,7,after_13,,s
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,17,74,2,between_5_6,,s
borrowing a book from the library.csv.xml,A3SHP9IPZ2FLOX,17,74,2,6,,s
borrowing a book from the library.csv.xml,ALEJV7D94ZLHF,17,74,2,between_2_3,,s
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,17,74,3,7,,o
borrowing a book from the library.csv.xml,A3SHP9IPZ2FLOX,17,74,3,7,,o
borrowing a book from the library.csv.xml,ALEJV7D94ZLHF,17,74,3,7,,o
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,17,74,4,8,8,
borrowing a book from the library.csv.xml,A3SHP9IPZ2FLOX,17,74,4,9,8,
borrowing a book from the library.csv.xml,ALEJV7D94ZLHF,17,74,4,8,8,
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,17,74,5,11,,o
borrowing a book from the library.csv.xml,A3SHP9IPZ2FLOX,17,74,5,11,,o
borrowing a book from the library.csv.xml,ALEJV7D94ZLHF,17,74,5,11,,o
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,17,74,6,after_12,,s
borrowing a book from the library.csv.xml,A3SHP9IPZ2FLOX,17,74,6,12,,s
borrowing a book from the library.csv.xml,ALEJV7D94ZLHF,17,74,6,after_12,,s
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,17,74,7,after_12,,
borrowing a book from the library.csv.xml,A3SHP9IPZ2FLOX,17,74,7,noLinkingPossible,,
borrowing a book from the library.csv.xml,ALEJV7D94ZLHF,17,74,7,after_12,,
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,17,74,8,after_12,,s
borrowing a book from the library.csv.xml,A3SHP9IPZ2FLOX,17,74,8,noLinkingPossible,,s
borrowing a book from the library.csv.xml,ALEJV7D94ZLHF,17,74,8,after_12,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,17,79,2,between_3_4,,s
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,17,79,2,2,,s
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,17,79,2,3,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,17,79,3,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,17,79,3,5,,o
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,17,79,3,5,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,17,79,4,between_6_7,6,
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,17,79,4,6,6,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,17,79,4,6,6,
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,17,79,5,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,17,79,5,8,,o
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,17,79,5,7,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,17,79,6,between_9_10,,s
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,17,79,6,9,,s
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,17,79,6,9,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,17,79,7,between_10_11,10,
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,17,79,7,10,10,
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,17,79,7,10,10,
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,17,79,8,after_11,,s
borrowing a book from the library.csv.xml,A2SSC9PR4KPNPQ,17,79,8,11,,s
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,17,79,8,11,,s
borrowing a book from the library.csv.xml,A1FF5C5BXODWSY,17,89,2,5,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,17,89,2,between_2_3,,s
borrowing a book from the library.csv.xml,A3579N2TITA69M,17,89,2,between_2_3,,s
borrowing a book from the library.csv.xml,A1FF5C5BXODWSY,17,89,3,6,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,17,89,3,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A3579N2TITA69M,17,89,3,between_5_6,,o
borrowing a book from the library.csv.xml,A1FF5C5BXODWSY,17,89,4,10,10,
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,17,89,4,between_10_11,10,
borrowing a book from the library.csv.xml,A3579N2TITA69M,17,89,4,7,10,
borrowing a book from the library.csv.xml,A1FF5C5BXODWSY,17,89,5,9,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,17,89,5,between_12_13,,o
borrowing a book from the library.csv.xml,A3579N2TITA69M,17,89,5,noLinkingPossible,,o
borrowing a book from the library.csv.xml,A1FF5C5BXODWSY,17,89,6,13,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,17,89,6,after_13,,s
borrowing a book from the library.csv.xml,A3579N2TITA69M,17,89,6,after_13,,s
borrowing a book from the library.csv.xml,A1FF5C5BXODWSY,17,89,7,4,,
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,17,89,7,noLinkingPossible,,
borrowing a book from the library.csv.xml,A3579N2TITA69M,17,89,7,after_13,,
borrowing a book from the library.csv.xml,A1FF5C5BXODWSY,17,89,8,1,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,17,89,8,noLinkingPossible,,s
borrowing a book from the library.csv.xml,A3579N2TITA69M,17,89,8,noLinkingPossible,,s
borrowing a book from the library.csv.xml,A1LZWU72K42V92,18,74,6,10,,o
borrowing a book from the library.csv.xml,A2TYLR23CHRULH,18,74,6,between_10_11,,o
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,18,74,6,between_10_11,,o
borrowing a book from the library.csv.xml,A2UJ4L3BZQDRIG,18,79,6,between_6_7,,o
borrowing a book from the library.csv.xml,AMPMTF5IAAMK8,18,79,6,7,,o
borrowing a book from the library.csv.xml,AQL960O0LTRI8,18,79,6,7,,o
borrowing a book from the library.csv.xml,A1FF5C5BXODWSY,18,89,6,9,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,18,89,6,13,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,18,89,6,13,,o
borrowing a book from the library.csv.xml,A2TYLR23CHRULH,18,89,6,9,,o
borrowing a book from the library.csv.xml,A1A3TGZ7DKJWRW,19,74,4,6,,s
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,19,74,4,between_2_3,,s
borrowing a book from the library.csv.xml,A3UV55HC87DO9C,19,74,4,between_6_7,,s
borrowing a book from the library.csv.xml,A1A3TGZ7DKJWRW,19,74,5,7,,o
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,19,74,5,7,,o
borrowing a book from the library.csv.xml,A3UV55HC87DO9C,19,74,5,8,,o
borrowing a book from the library.csv.xml,A1A3TGZ7DKJWRW,19,74,6,between_10_11,,s
borrowing a book from the library.csv.xml,A2XFO0X6RCS98M,19,74,6,11,,s
borrowing a book from the library.csv.xml,A3UV55HC87DO9C,19,74,6,between_11_12,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,19,79,4,between_4_5,,s
borrowing a book from the library.csv.xml,A2TYLR23CHRULH,19,79,4,between_3_4,,s
borrowing a book from the library.csv.xml,A3GTIIFSMHAKRZ,19,79,4,4,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,19,79,5,between_5_6,,o
borrowing a book from the library.csv.xml,A2TYLR23CHRULH,19,79,5,5,,o
borrowing a book from the library.csv.xml,A3GTIIFSMHAKRZ,19,79,5,5,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,19,79,6,noLinkingPossible,,s
borrowing a book from the library.csv.xml,A2TYLR23CHRULH,19,79,6,7,,s
borrowing a book from the library.csv.xml,A3GTIIFSMHAKRZ,19,79,6,7,,s
borrowing a book from the library.csv.xml,A26T6O5EFR54A9,19,89,4,5,,s
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,19,89,4,7,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,19,89,4,between_2_3,,s
borrowing a book from the library.csv.xml,A26T6O5EFR54A9,19,89,5,6,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,19,89,5,8,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,19,89,5,10,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,19,89,5,9,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,19,89,5,11,,o
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,19,89,5,12,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,19,89,5,between_7_8,,o
borrowing a book from the library.csv.xml,A26T6O5EFR54A9,19,89,6,3,,s
borrowing a book from the library.csv.xml,A2P065E9CYMYJL,19,89,6,13,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,19,89,6,after_13,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,20,74,1,before_1,,o
borrowing a book from the library.csv.xml,A2VN3OJKI3R6HE,20,74,1,2,,o
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,20,74,1,1,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,20,74,2,noLinkingPossible,,s
borrowing a book from the library.csv.xml,A2VN3OJKI3R6HE,20,74,2,noLinkingPossible,,s
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,20,74,2,between_8_9,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,20,74,3,between_6_7,,s
borrowing a book from the library.csv.xml,A2VN3OJKI3R6HE,20,74,3,5,,s
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,20,74,3,between_2_3,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,20,74,5,between_9_10,,s
borrowing a book from the library.csv.xml,A2VN3OJKI3R6HE,20,74,5,10,,s
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,20,74,5,10,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,20,74,7,noLinkingPossible,,
borrowing a book from the library.csv.xml,A2VN3OJKI3R6HE,20,74,7,after_12,,
borrowing a book from the library.csv.xml,A3MJ47AD05HGC,20,74,7,after_12,,
borrowing a book from the library.csv.xml,A1NM7ZPZ3NH412,20,79,1,1,,o
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,20,79,1,before_1,,o
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,20,79,1,1,,o
borrowing a book from the library.csv.xml,A1NM7ZPZ3NH412,20,79,2,1,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,20,79,2,noLinkingPossible,,s
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,20,79,2,5,,s
borrowing a book from the library.csv.xml,A1NM7ZPZ3NH412,20,79,3,2,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,20,79,3,between_4_5,,s
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,20,79,3,2,,s
borrowing a book from the library.csv.xml,A1NM7ZPZ3NH412,20,79,5,6,,s
borrowing a book from the library.csv.xml,A1NM7ZPZ3NH412,20,79,5,5,,s
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,20,79,5,between_7_8,,s
borrowing a book from the library.csv.xml,A3F6SDO4GYBE4Y,20,79,5,6,,s
borrowing a book from the library.csv.xml,A1NM7ZPZ3NH412,20,79,7,11,11,
borrowing a book from the library.csv.xml,A2QD7QFGCUNF5N,20,79,7,after_11,11,
